"               epoch"	"      train/box_loss"	"      train/obj_loss"	"      train/cls_loss"	"   metrics/precision"	"      metrics/recall"	"     metrics/mAP_0.5"	"metrics/mAP_0.5:0.95"	"        val/box_loss"	"        val/obj_loss"	"        val/cls_loss"	"               x/lr0"	"               x/lr1"	"               x/lr2"
"                 117"	"            0.022052"	"            0.018034"	"          0.00055321"	"             0.95639"	"              0.9377"	"             0.97159"	"             0.68325"	"            0.025047"	"            0.016857"	"           0.0019827"	"           0.0073943"	"           0.0073943"	"           0.0073943"
"                 118"	"            0.022236"	"            0.018473"	"          0.00050279"	"             0.95709"	"             0.93923"	"             0.97205"	"             0.68326"	"            0.025082"	"            0.016879"	"           0.0020223"	"            0.007355"	"            0.007355"	"            0.007355"
"                 119"	"            0.022191"	"            0.018735"	"          0.00053386"	"              0.9457"	"             0.94914"	"             0.97208"	"              0.6824"	"            0.025109"	"            0.016887"	"           0.0020125"	"           0.0073155"	"           0.0073155"	"           0.0073155"
"                 120"	"            0.022102"	"            0.018349"	"          0.00062115"	"               0.958"	"             0.93649"	"             0.97211"	"             0.68428"	"            0.025113"	"            0.016905"	"            0.001994"	"           0.0072758"	"           0.0072758"	"           0.0072758"
"                 121"	"            0.021999"	"            0.018217"	"          0.00055201"	"             0.95314"	"              0.9408"	"             0.97217"	"             0.68478"	"            0.025132"	"            0.016931"	"           0.0019744"	"           0.0072361"	"           0.0072361"	"           0.0072361"
"                 122"	"            0.022141"	"             0.01859"	"          0.00060175"	"             0.95276"	"             0.94198"	"             0.97198"	"             0.68307"	"            0.025177"	"            0.016999"	"           0.0019451"	"           0.0071962"	"           0.0071962"	"           0.0071962"
"                 123"	"            0.022056"	"            0.018397"	"          0.00052894"	"             0.95028"	"              0.9467"	"             0.97195"	"             0.68459"	"            0.025169"	"            0.017005"	"           0.0019282"	"           0.0071561"	"           0.0071561"	"           0.0071561"
"                 124"	"            0.021877"	"            0.018237"	"           0.0005569"	"             0.96237"	"             0.93231"	"             0.97122"	"             0.68431"	"            0.025181"	"            0.017063"	"           0.0019501"	"            0.007116"	"            0.007116"	"            0.007116"
"                 125"	"             0.02198"	"            0.018477"	"          0.00055475"	"             0.95337"	"              0.9442"	"             0.97154"	"             0.68373"	"             0.02517"	"            0.017079"	"           0.0019618"	"           0.0070757"	"           0.0070757"	"           0.0070757"
"                 126"	"            0.021762"	"            0.018101"	"          0.00053176"	"             0.95142"	"             0.94592"	"             0.97237"	"             0.68468"	"            0.025141"	"            0.017111"	"           0.0019811"	"           0.0070353"	"           0.0070353"	"           0.0070353"
"                 127"	"             0.02177"	"            0.018069"	"          0.00054055"	"             0.96117"	"             0.93619"	"             0.97217"	"             0.68579"	"            0.025131"	"            0.017129"	"           0.0020024"	"           0.0069948"	"           0.0069948"	"           0.0069948"
"                 128"	"            0.021704"	"            0.018133"	"          0.00053562"	"             0.96214"	"             0.93398"	"             0.97183"	"             0.68536"	"            0.025154"	"            0.017168"	"            0.001989"	"           0.0069541"	"           0.0069541"	"           0.0069541"
"                 129"	"            0.021755"	"            0.017928"	"          0.00052211"	"             0.94288"	"             0.95266"	"             0.97213"	"              0.6873"	"            0.025144"	"            0.017138"	"           0.0019825"	"           0.0069134"	"           0.0069134"	"           0.0069134"
"                 130"	"            0.021712"	"            0.018086"	"          0.00059256"	"             0.94391"	"             0.95234"	"              0.9721"	"             0.68588"	"            0.025165"	"            0.017136"	"           0.0019763"	"           0.0068726"	"           0.0068726"	"           0.0068726"
"                 131"	"            0.021739"	"            0.017799"	"          0.00059165"	"             0.94543"	"              0.9505"	"             0.97191"	"             0.68584"	"            0.025176"	"             0.01712"	"           0.0019823"	"           0.0068316"	"           0.0068316"	"           0.0068316"
"                 132"	"            0.021371"	"            0.017801"	"          0.00051218"	"             0.94276"	"              0.9526"	"             0.97189"	"             0.68513"	"             0.02519"	"            0.017096"	"           0.0020334"	"           0.0067906"	"           0.0067906"	"           0.0067906"
"                 133"	"            0.021385"	"            0.017877"	"          0.00050033"	"             0.94837"	"             0.94618"	"             0.97184"	"             0.68596"	"            0.025201"	"            0.017095"	"           0.0020647"	"           0.0067495"	"           0.0067495"	"           0.0067495"
"                 134"	"            0.021344"	"            0.017794"	"          0.00047619"	"             0.95149"	"             0.94078"	"              0.9717"	"             0.68563"	"            0.025207"	"            0.017113"	"           0.0020897"	"           0.0067083"	"           0.0067083"	"           0.0067083"
"                 135"	"            0.021439"	"            0.017674"	"          0.00056205"	"              0.9517"	"             0.94081"	"             0.97217"	"             0.68575"	"            0.025209"	"             0.01714"	"           0.0020938"	"           0.0066671"	"           0.0066671"	"           0.0066671"
"                 136"	"             0.02128"	"            0.017917"	"          0.00048968"	"             0.95374"	"             0.93649"	"             0.97132"	"             0.68334"	"            0.025206"	"            0.017153"	"           0.0021224"	"           0.0066257"	"           0.0066257"	"           0.0066257"
"                 137"	"            0.021146"	"            0.017709"	"          0.00045048"	"             0.95654"	"             0.93472"	"             0.97123"	"             0.68499"	"            0.025185"	"             0.01717"	"           0.0021251"	"           0.0065843"	"           0.0065843"	"           0.0065843"
"                 138"	"            0.021105"	"            0.017682"	"          0.00046404"	"             0.95728"	"             0.93422"	"             0.97079"	"             0.68444"	"            0.025188"	"             0.01718"	"           0.0021474"	"           0.0065429"	"           0.0065429"	"           0.0065429"
"                 139"	"            0.021172"	"            0.017478"	"           0.0005199"	"             0.94415"	"             0.94674"	"             0.97044"	"             0.68394"	"            0.025192"	"            0.017196"	"           0.0021379"	"           0.0065013"	"           0.0065013"	"           0.0065013"
"                 140"	"            0.021127"	"            0.017885"	"          0.00046788"	"             0.95662"	"              0.9349"	"             0.97049"	"             0.68419"	"            0.025194"	"            0.017227"	"           0.0021251"	"           0.0064597"	"           0.0064597"	"           0.0064597"
"                 141"	"            0.020945"	"            0.017387"	"          0.00046682"	"             0.95725"	"             0.93397"	"             0.97036"	"             0.68371"	"            0.025212"	"            0.017244"	"           0.0021002"	"           0.0064181"	"           0.0064181"	"           0.0064181"
"                 142"	"            0.020861"	"            0.017306"	"          0.00047381"	"             0.95151"	"             0.93975"	"             0.97122"	"             0.68423"	"            0.025218"	"             0.01728"	"           0.0021058"	"           0.0063764"	"           0.0063764"	"           0.0063764"
"                 143"	"            0.021045"	"             0.01772"	"          0.00046486"	"             0.95137"	"             0.93898"	"             0.97024"	"             0.68445"	"            0.025205"	"            0.017306"	"           0.0021057"	"           0.0063347"	"           0.0063347"	"           0.0063347"
"                 144"	"             0.02078"	"            0.017528"	"          0.00048327"	"             0.95082"	"             0.93934"	"             0.97029"	"              0.6834"	"            0.025209"	"            0.017337"	"            0.002105"	"            0.006293"	"            0.006293"	"            0.006293"
"                 145"	"            0.020757"	"            0.017069"	"          0.00044119"	"             0.95742"	"              0.9344"	"              0.9701"	"             0.68365"	"            0.025208"	"            0.017334"	"           0.0020886"	"           0.0062512"	"           0.0062512"	"           0.0062512"
"                 146"	"            0.020523"	"            0.017124"	"           0.0004386"	"             0.95565"	"             0.93514"	"             0.97034"	"             0.68375"	"            0.025203"	"            0.017342"	"           0.0020973"	"           0.0062093"	"           0.0062093"	"           0.0062093"
"                 147"	"            0.020553"	"            0.016971"	"           0.0004962"	"             0.95526"	"             0.93496"	"              0.9707"	"             0.68286"	"            0.025214"	"            0.017357"	"           0.0021055"	"           0.0061675"	"           0.0061675"	"           0.0061675"
"                 148"	"            0.020633"	"            0.017394"	"          0.00047355"	"             0.96189"	"              0.9295"	"             0.97051"	"             0.68256"	"            0.025218"	"            0.017357"	"           0.0021149"	"           0.0061256"	"           0.0061256"	"           0.0061256"
"                 149"	"            0.020788"	"            0.017396"	"          0.00048272"	"             0.95631"	"             0.93503"	"             0.97037"	"             0.68264"	"             0.02522"	"            0.017356"	"           0.0021259"	"           0.0060838"	"           0.0060838"	"           0.0060838"
"                 150"	"            0.020491"	"             0.01708"	"          0.00044796"	"             0.95503"	"              0.9352"	"             0.97031"	"             0.68293"	"            0.025228"	"            0.017357"	"           0.0021306"	"           0.0060419"	"           0.0060419"	"           0.0060419"
"                 151"	"            0.020564"	"            0.017112"	"          0.00045133"	"             0.94629"	"             0.94248"	"             0.97064"	"             0.68278"	"            0.025231"	"            0.017356"	"           0.0021289"	"               0.006"	"               0.006"	"               0.006"
"                 152"	"            0.020306"	"            0.017113"	"          0.00049809"	"             0.95502"	"             0.93408"	"              0.9703"	"             0.68318"	"            0.025234"	"            0.017367"	"           0.0021414"	"           0.0059581"	"           0.0059581"	"           0.0059581"
"                 153"	"            0.020443"	"            0.017097"	"          0.00044853"	"             0.95659"	"              0.9323"	"             0.97039"	"             0.68309"	"             0.02524"	"             0.01738"	"           0.0021397"	"           0.0059162"	"           0.0059162"	"           0.0059162"
"                 154"	"            0.020395"	"            0.016939"	"          0.00049973"	"             0.94365"	"             0.94369"	"             0.97046"	"             0.68333"	"            0.025247"	"            0.017394"	"           0.0021411"	"           0.0058744"	"           0.0058744"	"           0.0058744"
"                 155"	"             0.02043"	"            0.017152"	"          0.00048072"	"             0.94469"	"             0.94307"	"             0.97055"	"             0.68339"	"            0.025255"	"            0.017401"	"            0.002134"	"           0.0058325"	"           0.0058325"	"           0.0058325"
"                 156"	"            0.020063"	"            0.016544"	"          0.00044816"	"             0.94463"	"             0.94251"	"             0.97054"	"              0.6841"	"            0.025255"	"            0.017402"	"           0.0021248"	"           0.0057907"	"           0.0057907"	"           0.0057907"
"                 157"	"            0.020112"	"            0.016829"	"          0.00041358"	"             0.95026"	"             0.93648"	"             0.97073"	"             0.68476"	"            0.025264"	"            0.017401"	"           0.0021218"	"           0.0057488"	"           0.0057488"	"           0.0057488"
"                 158"	"            0.020252"	"            0.017121"	"          0.00044419"	"             0.95044"	"             0.93675"	"             0.97084"	"             0.68422"	"            0.025275"	"            0.017412"	"           0.0021239"	"            0.005707"	"            0.005707"	"            0.005707"
"                 159"	"            0.019966"	"            0.016671"	"          0.00046812"	"             0.94505"	"             0.94277"	"             0.97068"	"             0.68434"	"            0.025281"	"            0.017419"	"           0.0021179"	"           0.0056653"	"           0.0056653"	"           0.0056653"
"                 160"	"            0.019988"	"            0.016651"	"           0.0004365"	"             0.95022"	"             0.93751"	"              0.9708"	"             0.68356"	"            0.025285"	"            0.017427"	"           0.0021128"	"           0.0056236"	"           0.0056236"	"           0.0056236"
"                 161"	"            0.019998"	"            0.016996"	"          0.00044291"	"             0.95158"	"             0.93721"	"             0.97055"	"             0.68393"	"            0.025285"	"            0.017436"	"            0.002093"	"           0.0055819"	"           0.0055819"	"           0.0055819"
"                 162"	"            0.019981"	"            0.016813"	"          0.00045606"	"             0.95204"	"             0.93749"	"             0.97046"	"             0.68346"	"             0.02529"	"            0.017443"	"           0.0020868"	"           0.0055403"	"           0.0055403"	"           0.0055403"
"                 163"	"            0.019882"	"            0.016666"	"          0.00044164"	"             0.95233"	"             0.93769"	"             0.97052"	"             0.68344"	"            0.025291"	"            0.017462"	"           0.0020733"	"           0.0054987"	"           0.0054987"	"           0.0054987"
"                 164"	"            0.019882"	"            0.016666"	"          0.00044164"	"             0.95233"	"             0.93769"	"             0.97052"	"             0.68344"	"            0.025291"	"            0.017462"	"           0.0020733"	"           0.0054987"	"           0.0054987"	"           0.0054987"
